AcademicYear,Sex,FacultyID,FacultyName,DepartmentCode,EntryTypeID,EntryTypeName,TCAS,LevelID,HomeRegion,StudentTH,GPAX,Status
2562,Female,10,School of Liberal Arts,1006,10,QUOTA 17 NORTHERN PROVINCES,2,3,North,1,3.32,MFU student
2562,Female,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,North,1,3.29,MFU student
2562,Female,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,North East,1,3.34,MFU student
2562,Male,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,North,1,2.93,MFU student
2562,Male,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,South,1,2.26,MFU student
2562,Male,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,North,1,3.96,MFU student
2562,Female,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,North East,1,3.22,MFU student
2562,Female,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,Bankok,1,3.57,MFU student
2562,Male,10,School of Liberal Arts,1006,29,DIRECT ADMISSION BY SCHOOL,1,3,North,1,3.81,MFU student
2562,Male,10,School of Liberal Arts,1006,40,FOREIGNER,5,3,International,0,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,West,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,West,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,South,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,3,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,West,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,West,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,West,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,South,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,West,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Central,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North East,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,Bankok,1,0,MFU student
2562,Female,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,North,1,0,MFU student
2562,Male,10,School of Liberal Arts,1006,30,ADMISSIONS,4,3,International,0,0,MFU student
2562,Female,10,School of Liberal Arts,1006,40,FOREIGNER,5,3,International,0,0,MFU student
2562,Female,10,School of Liberal Arts,1006,40,FOREIGNER,5,3,International,0,0,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,Bankok,1,3.6,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,South,1,3.07,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,2.54,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,South,1,3.18,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.5,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,2.46,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.42,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,Bankok,1,3.3,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,1.96,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North East,1,3.31,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,2.98,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,Bankok,1,3.09,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.15,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North East,1,2.71,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North East,1,2.88,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.02,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,2.98,MFU student
2562,Male,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.77,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.86,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,South,1,3.23,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.52,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,South,1,3.32,MFU student
2562,Female,10,School of Liberal Arts,1006,20,DIRECT ADMISSION,5,3,North,1,3.02,MFU student
2562,Female,10,School of Liberal Arts,1006,40,FOREIGNER,5,3,International,0,0,MFU student
2562,Male,10,School of Liberal Arts,1006,40,FOREIGNER,5,3,International,0,0,MFU student
2562,Female,10,School of Liberal Arts,1006,40,FOREIGNER,5,3,International,0,0,MFU student
2562,Male,11,School of Science,1102,11,QUOTA BY SCHOOL,2,3,North,1,3.92,MFU student
2562,Female,11,School of Science,1102,52,SPECIAL FOR GOOD STUDENT,1,3,North,1,3.23,MFU student
2562,Male,11,School of Science,1102,11,QUOTA BY SCHOOL,1,3,South,1,2.9,MFU student
2562,Male,11,School of Science,1102,11,QUOTA BY SCHOOL,1,3,East,1,3.45,MFU student
2562,Female,11,School of Science,1102,29,DIRECT ADMISSION BY SCHOOL,1,3,North East,1,3.66,MFU student
2562,Female,11,School of Science,1102,11,QUOTA BY SCHOOL,1,3,Central,1,3.07,MFU student
